首字母,词条,文献,
,发酵,2023，何华珍 丁鑫美，近現代中日漢字詞源流考述，汉语史研究集刊（第三十四辑），四川大学出版社，198-211,
,发刊,"2023，畢亜莉，日中同素異順語「発刊-刊発」および中国語「発刊辞/詞」（ファカンツ）の成立について，北海道大学大学院文学研究科研究論集22号,45-64",
,发刊辞/词,"2023，畢亜莉，日中同素異順語「発刊-刊発」および中国語「発刊辞/詞」（ファカンツ）の成立について，北海道大学大学院文学研究科研究論集22号,45-64",
,发明,2023，張梓旋，「発明」の成立と展開，大阪大学修士論文,
,发行,"1988,薛钟英.“发行”一词源流考[J].出版发行研究,1988(02):11.",
,,"1988,薛钟英.图书发行业使用“发行”一词的新证[J].出版发行研究,1988(06):23.",
,,"2022,陈鹏鸣.“发行”词源与发行体制变革[J].出版发行研究,2022(07):91-96+105.",
,发音,2018，阿久津智，「音韻」に関する語誌的研究，立教大学博士論文,
,发展,2021，畢亜莉，新漢語「発展」の成立と中国語への受容，北海道大学大学院文学院文学研究科研究論集20号，135-152，,
,,"2022，畢亜莉，新漢語「発展」の基本語化と類義語「開発」との比較:「太陽コーパス」を中心に，北海道大学大学院文学研究科研究論集21号，55-72	",
,法律,"2003，余延.“法律”词源商榷[J].汉字文化,2003(02):58-60.",
,,"2005，王素芬.通向权利之路:汉语“民律”至“民法”的转化[J].河南省政法管理干部学院学报,2005(06):148-153.",
,,"2006，刘星.“法律”概念是怎样被使用的——在中西近代日常话语实践的交流中比较考察[J].政法论坛,2006(03):39-52.",
,,"2007，刘星.“法律”一词使用、翻译的话语实践——集中于19世纪初期在中国的西方传教士[J].北方法学,2007,No.3(03):14-30.",
,,"2008，李运博.近代汉语词汇的形成及其对日本和朝鲜半岛的影响——以“法律”一词的形成过程为例[J].日语学习与研究,2008(05):54-58.",
,法外治权,"2000，康大寿.近代外人在华“治外法权”释义[J].社会科学研究,2000(02):108-112.",
,,"2015，李洋.从词义到语境:“治外法权”误读、误用及误会[J].社会科学,2015(02):152-163.",
,,2017，王群. 《日本变政考》中的近代新汉字词及其变迁[D].吉林大学硕士论文,
,,"2018，高汉成.中国近代“治外法权”概念的词汇史考察[J].厦门大学学报(哲学社会科学版),2018(05):112-122.",
,,"2019，黄兴涛.强者的特权与弱者的话语:“治外法权”概念在近代中国的传播与运用[J].近代史研究,2019(06):50-78+160-161.",
,,"2021，卢然.涉外法治视阈下的治外法权:流变与启示[J].华东政法大学学报,2021,24(05):163-179.",
,法学,"1996，何勤华.汉语“法学”一词的起源及其流变[J].中国社会科学,1996(06):74-87.",
,法院,2019，吉田庆子，汉语法律名词近代化演变特征的探析——以“衙门”“法院”为例，孙江主编：亚洲概念史研究（第5卷），商务印书馆，40-54,
,法政,"2017，姜增.“法政”语词近世命运考——以法学教育为对象[J].金陵法律评论,2017(01):23-35.",
,法制,"1993，刘惊海.界定“法治”与“法制”——一个实践的要求[J].吉林大学社会科学学报,1993(03):29-36.",
,,"1993，谢怀栻.由“法制”到“法治”[J].群言,1993(04):15-17.DOI:10.16632/j.cnki.cn11-1005/d.1993.04.019.",
,法治,"1993，刘惊海.界定“法治”与“法制”——一个实践的要求[J].吉林大学社会科学学报,1993(03):29-36.",
,,"1993，谢怀栻.由“法制”到“法治”[J].群言,1993(04):15-17.DOI:10.16632/j.cnki.cn11-1005/d.1993.04.019.",
,,"1997，李鸣.中国“法治”思想的历史考察[J].社会科学家,1997(05):61-65.",
,,"2003，刘保刚.晚清法治观念演变探源[J].历史教学,2003(11):15-21.",
,,"2009，程燎原.古代汉语典籍中的“法治”语词略考[J].学海,2009(01):110-115.",
,,"2012，李超.论清末的法治概念[J].乐山师范学院学报,2012,27(02):110-112.",
,,"2013，冷雪.“法治”初探——中西“法治”概念之比较[J].北京青年政治学院学报,2013,22(02):77-82.",
,,"2013，孙曙生.“法治”概念在当代中国的继受及其意义[J].政法论丛,2013,No.155(04):34-40.",
,,2023，李晓东，法治，江苏人民出版社，学衡尔雅文库,
,法治国,"2020，韩涛.百年“法治国”：一个概念史的考察[J].复旦大学法律评论,2020(03):52-90.",
,番茄,2019，黄河清，“番茄”“西紅柿”考，或問，第35号，31-34,
,藩属,"2018，李动旭.晚清国际法翻译中的“藩属”概念与藩属观念的衍化[J].近代史学刊,2018(02):168-192+304.",
,翻译,"2018，芦晓博.和制汉语“翻译”的理据分析[J].浙江万里学院学报,2018,31(02):58-61.",
,翻译学,"2005，陈学斌,刘彤.Translation Studies的名与实——再议“Translation Studies”一词的汉译[J].南昌大学学报(人文社会科学版),2005(06):159-161.",
,反,2024，安部清哉編著，日本語における漢語語基史と新漢語史のための基礎的調査研究――漢字・漢語の“気づかない近代化”――，学習院大学東洋文化研究所,
,反动,2003，李博（Wolfgang Lippert）著赵倩等译，汉语中的马克思主义术语的起源与作用，中国社会科学出版社,
,,2009，金观涛、刘青峰，观念史研究：中国现代重要政治术语的形成，法律出版社,
,,2022，陈瑞. 中国共产党对“反动”概念的认知与运用研究（1921-1949）[D].安徽医科大学硕士论文,
,反发,2010，陳贇，2010：和製漢語「反撥（反発）」の成立と中国語への受容．関西大学東西学術研究所紀要，43，165‒183．,
,反映,2022，馮玥，「反応」の語誌，大阪大学大学院文学研究科修士論文,
,方言,"2023，林翔.论“方言”概念在近代中国之演变[J].北京社会科学,2023,No.237(01):55-65.",
,肥皂,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,废止,2023，何华珍 丁鑫美，近現代中日漢字詞源流考述，汉语史研究集刊（第三十四辑），四川大学出版社，198-211,
,分,2023，刘曼，近现代新货币单位词流传、演变考，亚洲概念史研究第11卷，商务印书馆，98-119,
,分泌,2023，何华珍 丁鑫美，近現代中日漢字詞源流考述，汉语史研究集刊（第三十四辑），四川大学出版社，198-211,
,分析,2022，袁書予，「分析」の成立と変化，大阪大学大学院文学研究科修士論文,
,分子,2015，杉本つとむ，江戸時代翻訳語の世界，八坂書房,
,风（接尾辞）,"2012，金曘泳，明治期における漢語系接尾辞の競合関係に関する一考察—「−的」と「−上・−風・−性」の比較を中心に—	日語日文學硏究［日語日文学研究］82卷，167-189",
,风俗,"2010，王晓葵.“风俗”概念的近代嬗变[J].文化遗产,2010,No.12(03):129-138.",
,封建,"1994，冯天瑜.为“封建”和“形而上学”正名[J].江汉论坛,1994(09):2-4.",
,,"1996，周振鹤.十九、二十世纪之际中日欧语言接触研究——以‘历史’、‘经济’、‘封建’译语的形成为说[J].传统文化与现代化,1996(06):48-54.",
,,"2004，李根蟠.中国“封建”概念的演变和“封建地主制”理论的形成[J].历史研究,2004(03):146-172+192.",
,,"2008，冯天瑜.清末民初学人“封建观”论析[J].江汉论坛,2008,No.352(02):87-93.",
,,"2008，侯建新.“封建”:世界史中的一个概念错位[J].全球史评论,2008(00):336-348.",
,,2010，冯天瑜，“封建”考论，中国社会科学出版社,
,,"2011，聂长顺,傅克.近代日本“feudalism”译名的厘定[J].武汉大学学报(人文科学版),2011,64(06):34-38.",
,,"2019，翁有为.中共民主革命理论建构中的“封建”意涵之演变[J].社会科学文摘,2019(01):95-98.",
,,2021，冯天瑜，聂长顺著，三十个关键词的文化史，中国社会科学出版社,
,,"2022，王立国.关于“封建”与“非封建”论争的一点反思——兼及中西学术话语的对接[J].丽水学院学报,2022,44(01):58-63.",
,,2023，冯天瑜，封建，江苏人民出版社，学衡尔雅文库,
,封建主义,2003，李博（Wolfgang Lippert）著赵倩等译，汉语中的马克思主义术语的起源与作用，中国社会科学出版社,
,,"2005，侯建新.“封建主义”概念辨析[J].中国社会科学,2005(06):173-188+209.",
,,"2006，侯建新.“封建主义”——概念错位的原委及应对[J].历史教学,2006(01):5-9.",
,,"2012，奥托·布鲁纳,黄艳红.“封建主义”概念史[J].经济社会史评论,2012(00):154-164.",
,讽刺,2019，周玉城. 中国现代讽刺概念考述（1908-1938）[D].山东大学硕士论文,
,佛教,"2022，邵佳德.近代中国“佛教”概念的重新发明及其影响[J].西南民族大学学报(人文社会科学版),2022,43(03):57-64.",
,符号,"2007，韩晓方,温美昕.符号学术语“sign”的汉译探讨[J].南昌大学学报(人文社会科学版),2007(04):157-160.",
,服务,"2018，胡琪.“服务”一词的产生及其对应概念的变迁[J].日语学习与研究,2018(04):8-16.",
,,"2018，胡琪.汉语对日源外来词的吸收与发展——以「服务」为例[J].汉日语言对比研究论丛,2018(01):142-150.",
,福音,2016，闵心蕙. 中国语境中的“福音”-一个概念史和社会史的考察[D].南京大学硕士论文,
,,"2017，闵心蕙.汉语语境中的“福音”概念——基于17-19世纪的《圣经》文本分析[J].南京大学学报(哲学·人文科学·社会科学),2017,54(03):91-102+160.",
,,2018，闵心蕙，“福音”概念——17-19世纪汉译<圣经>文本研究》，载孙江主编：《亚洲概念史研究》第4卷，北京：商务印书馆，219-237,
,辐辏,2019，新井菜穗子，关于汉语词“辐辏”，孙江主编：亚洲概念史研究（第5卷），商务印书馆，220-232,
,腐儒,"2023，杨天保.“腐儒”的话语流变与中国儒学转向[J].深圳大学学报(人文社会科学版),2023,40(01):29-36.",
,富农,2003，李博（Wolfgang Lippert）著赵倩等译，汉语中的马克思主义术语的起源与作用，中国社会科学出版社,
,富强,2009，金观涛、刘青峰，观念史研究：中国现代重要政治术语的形成，法律出版社,
,,,
G,,,
,改革,2009，金观涛、刘青峰，观念史研究：中国现代重要政治术语的形成，法律出版社,
,改良,2009，金观涛、刘青峰，观念史研究：中国现代重要政治术语的形成，法律出版社,
,改造,2003，李博（Wolfgang Lippert）著赵倩等译，汉语中的马克思主义术语的起源与作用，中国社会科学出版社,
,概念,2019，陳力衛，近代知の翻訳と伝播―漢語を媒介に，三省堂,
,干部,"2023，谢任.“干部”：一个新名词进入中共革命语境的历史[J].党史研究与教学,2023,(05):83-93.",
,高等学校,"2020，黄启兵.“高等学校”词义流变考略[J].现代大学教育,2020(03):81-89.",
,古典,"2022，小田部胤久,和晓祎,郑子路.关于日本近代“古典”概念的成立[J].中国美学,2022(01):255-269.",
,古经,"2009，莊欽永，周清海，十九世紀上半葉基督新教傳教士在漢語詞彙史上之地位――以 郭實獵中文譯著中之舊語新詞為例，或問，No.17,（2009）pp.1-20",
,咖喱,2020，田野村忠温「福沢諭吉の「コルリ」（カレー）をめぐって」，阪大日本語研究，.32、P.25-P.35,
,,"2020，田野村忠温「カレーを表す中国語名称の変遷」，或問， No.38, pp.15-25",
,,2023，田野村忠温，近代日中新語の諸相，和泉書院,
,歌曲,"2022，津上智実，近代日本における芸術歌曲としての「日本歌曲」概念の成立，神戸女学院大学論集 = KOBE COLLEGE STUDIES 64(1), 127-140",
,革命,2000，陈建华“革命”的现代性[M]. 上海古籍出版社,
,,"2002，冯天瑜.“革命”、“共和”:清民之际政治中坚概念的形成[J].武汉大学学报(人文科学版),2002(01):5-14.",
,,2003，李博（Wolfgang Lippert）著赵倩等译，汉语中的马克思主义术语的起源与作用，中国社会科学出版社,
,,"2002，张永.护国运动时期梁启超“革命”概念剖析——“告别革命”谈何容易[J].史学月刊,2002(06):57-62.",
,,2009，金观涛、刘青峰，观念史研究：中国现代重要政治术语的形成，法律出版社,
,,"2009，宋婕.传统与现代:“革命”概念之考究及其界说[J].广州城市职业学院学报,2009,3(03):83-87.",
,,"2010，祝克懿,蒋勇.20世纪社会政治关键词“革命”的互文语义考论[J].福建师范大学学报(哲学社会科学版),2010(02):94-105.",
,,2012，董炳月，同文的现代转换——日语借词中的思想与文学，昆仑出版社,
